Nombre,Provincia,Término_M,Duchas,Aseos,Acceso_dis,Bandera_az,Longitud,X,Y,Grado_ocup,Grado_urba
El Burro,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,50 metros,-1977167.7399,3321853.608,Bajo,Aislada
Nueva,Santa Cruz de Tenerife,Tazacorte,No,No,No,No,470 metros,-1996915.8175,3330019.5629,Bajo,Aislada
Les Botigues,Barcelona,Sitges,Sí,Sí,Sí,Sí,1.415 metros,216215.846999999,5051315.5073,Alto,Semiurbana
Platja Llarga d'Ibersol,Barcelona,Vilanova i la Geltrú,Sí,Sí,Sí,Sí,700 metros,188452.765999999,5042848.2462,Alto,Semiurbana
Sant Gervasi,Barcelona,Vilanova i la Geltrú,Sí,No,Sí,Sí,250 metros,190523.308499999,5043395.7296,Alto,Urbana
Ribes Roges,Barcelona,Vilanova i la Geltrú,Sí,Sí,Sí,Sí,1.200 metros,191825.7465,5043750.8706,Alto,Urbana
El Far de Sant Cristófol,Barcelona,Vilanova i la Geltrú,Sí,Sí,Sí,No,900 metros,193651.3862,5044342.8011,Alto,Urbana
Platja de Ponent,Barcelona,Vilassar de Mar,Sí,Sí,No,No,1.160 metros,264517.374000002,5085481.8928,Medio,Urbana
L'Astillero,Barcelona,Vilassar de Mar,Sí,Sí,No,No,950 metros,266810.555500001,5086908.7426,Bajo,Urbana
L'Almadrava,Barcelona,Vilassar de Mar,Sí,Sí,Sí,No,296 metros,267166.777899999,5087146.5715,Medio,Urbana
El Medio,Santa Cruz de Tenerife,Granadilla de Abona,No,No,No,No,1.150 metros,-1837105.5566,3258685.201,Bajo,Aislada
Punta Blanca,Santa Cruz de Tenerife,Guía de Isora,No,No,No,No,170 metros,-1874208.3428,3276006.4485,Medio,Aislada
Alcalá,Santa Cruz de Tenerife,Guía de Isora,No,No,Sí,No,30 metros,-1873340.0508,3274313.7445,Medio,Urbana
Méndez,Santa Cruz de Tenerife,Guía de Isora,No,No,No,No,50 metros,-1873262.1272,3274187.4318,Medio,Urbana
Baja Larga,Santa Cruz de Tenerife,Guía de Isora,No,No,No,No,90 metros,-1873295.523,3273997.965,Bajo,Urbana
San Juan,Santa Cruz de Tenerife,Guía de Isora,Sí,No,Sí,No,360 metros,-1871558.939,3271648.7975,Bajo,Semiurbana
Abama,Santa Cruz de Tenerife,Guía de Isora,Sí,Sí,Sí,No,100 metros,-1870768.5706,3270663.7843,Bajo,Semiurbana
Arenisco,Santa Cruz de Tenerife,San Cristóbal de La Laguna,No,Sí,No,No,80 metros,-1818192.3751,3321118.4104,Medio,Urbana
El Roquete,Santa Cruz de Tenerife,San Cristóbal de La Laguna,No,Sí,No,No,120 metros,-1818047.6597,3320243.8316,Medio,Urbana
Arenal,Santa Cruz de Tenerife,San Cristóbal de La Laguna,No,No,No,No,700 metros,-1818259.1668,3319458.0271,Bajo,Aislada
San Juan,Santa Cruz de Tenerife,San Cristóbal de La Laguna,Sí,Sí,No,Sí,200 metros,-1819550.4729,3319229.8989,Medio,Urbana
El Apio,Santa Cruz de Tenerife,San Cristóbal de La Laguna,No,No,No,No,450 metros,-1826541.3369,3315656.4006,Bajo,Semiurbana
El Ancón,Santa Cruz de Tenerife,La Orotava,No,No,No,No,200 metros,-1837105.5566,3302612.3729,Medio,Aislada
Los Patos,Santa Cruz de Tenerife,La Orotava,No,No,No,No,900 metros,-1837918.1888,3302080.7501,Medio,Aislada
El Bollullo,Santa Cruz de Tenerife,La Orotava,No,Sí,No,No,200 metros,-1838931.1962,3301764.318,Medio,Aislada
El Roque,Santa Cruz de Tenerife,Los Realejos,No,No,No,No,350 metros,-1844953.5807,3299979.7809,Bajo,Aislada
El Socorro,Santa Cruz de Tenerife,Los Realejos,Sí,Sí,Sí,Sí,400 metros,-1848315.4293,3298726.9499,Alto,Aislada
Playa Gordejuela,Santa Cruz de Tenerife,Los Realejos,No,No,No,No,300 metros,-1846523.1855,3299195.1659,Bajo,Aislada
Castro,Santa Cruz de Tenerife,Los Realejos,No,No,No,No,200 metros,-1847057.519,3299182.5112,Bajo,Aislada
El Gomero,Santa Cruz de Tenerife,Los Silos,No,No,No,No,50 metros,-1870089.5217,3296613.8536,Medio,Aislada
Agua Dulce,Santa Cruz de Tenerife,Los Silos,No,No,No,No,200 metros,-1871058.0013,3296462.0272,Medio,Aislada
Charco de la Araña,Santa Cruz de Tenerife,Los Silos,No,No,No,No,100 metros,-1871826.1057,3296942.8168,Medio,Semiurbana
Martianez,Santa Cruz de Tenerife,Puerto de la Cruz,No,No,Sí,No,350 metros,-1841424.7528,3301941.5191,Alto,Urbana
San Telmo,Santa Cruz de Tenerife,Puerto de la Cruz,Sí,No,Sí,Sí,20 metros,-1841959.0864,3301713.6896,Medio,Urbana
El Muelle,Santa Cruz de Tenerife,Puerto de la Cruz,Sí,No,Sí,No,50 metros,-1842382.1004,3301713.6896,Medio,Urbana
Playa Jardín,Santa Cruz de Tenerife,Puerto de la Cruz,Sí,Sí,Sí,Sí,250 metros,-1843383.9758,3301144.1328,Alto,Urbana
Las Aguas,Santa Cruz de Tenerife,San Juan de la Rambla,No,No,No,No,120 metros,-1852200.4795,3298802.8757,Medio,Urbana
Los Colmenares,Santa Cruz de Tenerife,San Miguel de Abona,No,No,No,No,230 metros,-1850642.0066,3251344.2463,Bajo,Aislada
El Barranco,Santa Cruz de Tenerife,San Miguel de Abona,No,No,No,No,120 metros,-1850107.6731,3251369.4661,Bajo,Aislada
San Blas,Santa Cruz de Tenerife,San Miguel de Abona,No,No,No,No,260 metros,-1847680.9082,3252529.6298,Bajo,Urbana
Valleseco,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,80 metros,-1807383.2525,3310437.2629,Medio,Urbana
Las Teresitas,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Sí,Sí,Sí,No,1.300 metros,-1801728.2224,3313350.6078,Medio,Aislada
Las Gaviotas,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,250 metros,-1800670.6872,3313870.0099,Medio,Semiurbana
Playa Chica,Santa Cruz de Tenerife,Puerto de la Cruz,Sí,Sí,Sí,No,130 metros,-1843573.219,3301017.5679,Alto,Urbana
El Balayo,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,360 metros,-1799713.3396,3314503.4545,Bajo,Aislada
El Burro,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,350 metros,-1799379.3811,3314630.147,Bajo,Aislada
El Llano,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,110 metros,-1798678.0683,3314959.5531,Bajo,Aislada
Antequera,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,400 metros,-1795828.2894,3316619.3769,Bajo,Aislada
Casas Blancas,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,80 metros,-1796139.9839,3322145.1631,Bajo,Aislada
Roque Bermejo,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,120 metros,-1796117.7201,3322297.2813,Bajo,Aislada
Fabián,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,1.000 metros,-1801238.4166,3322132.4866,Bajo,Aislada
Almaciga,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,300 metros,-1802596.5144,3321346.5708,Medio,Aislada
Roque de las Bodegas,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,380 metros,-1803910.0844,3321004.3316,Medio,Semiurbana
Tachero,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,800 metros,-1805824.7796,3320535.3515,Bajo,Aislada
Tamadite,Santa Cruz de Tenerife,Santa Cruz de Tenerife,No,No,No,No,250 metros,-1809331.3436,3321093.0595,Bajo,Aislada
Los Guíos,Santa Cruz de Tenerife,Santiago del Teide,Sí,Sí,Sí,No,180 metros,-1874687.0167,3280201.2276,Alto,Urbana
Santiago,Santa Cruz de Tenerife,Santiago del Teide,Sí,No,Sí,No,50 metros,-1874898.5237,3278924.9669,Medio,Urbana
La Arena,Santa Cruz de Tenerife,Santiago del Teide,Sí,Sí,Sí,Sí,140 metros,-1874731.5444,3277964.692,Alto,Urbana
Barranco Seco,Santa Cruz de Tenerife,Santiago del Teide,No,No,No,No,620 metros,-1875677.7601,3283335.5291,Bajo,Aislada
El Rincón,Santa Cruz de Tenerife,Tacoronte,No,No,No,No,400 metros,-1827866.0388,3313679.9824,Medio,Aislada
El Sargo,Santa Cruz de Tenerife,Tacoronte,No,No,No,No,150 metros,-1828033.0181,3313097.2483,Bajo,Semiurbana
El Pris,Santa Cruz de Tenerife,Tacoronte,Sí,No,No,No,170 metros,-1827977.3583,3313489.9576,Bajo,Urbana
La Arena,Santa Cruz de Tenerife,Tacoronte,Sí,No,No,Sí,350 metros,-1828344.7126,3312223.1947,Alto,Urbana
El Camello,Santa Cruz de Tenerife,Tacoronte,No,No,No,No,400 metros,-1828500.5599,3311564.5254,Bajo,Aislada
Bajamar,Santa Cruz de Tenerife,Breña Alta,Sí,Sí,Sí,Sí,400 metros,-1978047.1639,3333812.6027,Medio,Semiurbana
Los Barcos,Cantabria,Arnuero,Sí,No,Sí,No,50 metros,-394293.636399999,5387775.4335,Medio,Urbana
El Sable,Cantabria,Arnuero,Sí,Sí,Sí,Sí,150 metros,-394282.5044,5388097.694,Alto,Urbana
Los Franceses,Cantabria,Arnuero,No,No,No,No,30 metros,-394237.976599999,5388450.6588,Medio,Aislada
La Arena,Cantabria,Arnuero,No,Sí,Sí,Sí,150 metros,-399091.5064,5388634.8197,Bajo,Aislada
Playa Fonda,Girona,Begur,No,No,No,No,130 metros,358159.329700001,5152265.3491,Alto,Aislada
Sa Tuna,Girona,Begur,Sí,No,No,No,80 metros,359517.427499998,5155034.4303,Alto,Semiurbana
Aiguafreda,Girona,Begur,Sí,Sí,Sí,No,15 metros,359205.732900001,5155648.2274,Medio,Aislada
Sa Riera,Girona,Begur,Sí,Sí,Sí,No,242 metros,357458.016899999,5156860.967,Alto,Urbana
Dels Morts,Girona,Colera,Sí,Sí,Sí,No,300 metros,351279.785100002,5221931.3277,Alto,Semiurbana
Rovellada,Girona,Colera,No,No,No,No,50 metros,352014.493799999,5222820.8528,Bajo,Semiurbana
Taballera,Girona,El Port de la Selva,No,No,No,No,135 metros,361743.817299999,5210480.5093,Bajo,Aislada
Cala Tamariua,Girona,El Port de la Selva,No,No,No,No,100 metros,357291.037700001,5212588.8301,Medio,Semiurbana
Los Cancajos,Santa Cruz de Tenerife,Breña Baja,Sí,Sí,Sí,Sí,624 metros,-1977112.0801,3331541.7232,Alto,Semiurbana
La Zamora,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,190 metros,-1989835.8979,3314148.7218,Bajo,Aislada
Punta Larga,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,110 metros,-1989056.6615,3309930.659,Medio,Aislada
Abadejos,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,100 metros,-1988667.0433,3308309.6555,Bajo,Aislada
Echentive,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,230 metros,-1987141.9663,3306942.0866,Bajo,Aislada
El Faro,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,Sí,No,100 metros,-1986351.5979,3306549.5694,Bajo,Aislada
Las Cabras,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,40 metros,-1984982.3681,3307828.4579,Bajo,Aislada
El Puertito,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,75 metros,-1982900.6937,3312121.8589,Bajo,Aislada
El Río,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,50 metros,-1981319.9569,3314541.4621,Bajo,Aislada
Murgas,Santa Cruz de Tenerife,Los Llanos de Aridane,No,No,No,No,100 metros,-1994466.7887,3323679.1014,Bajo,Aislada
Puerto Naos,Santa Cruz de Tenerife,Los Llanos de Aridane,Sí,Sí,Sí,Sí,510 metros,-1993698.6843,3322918.4488,Medio,Urbana
Pelota Bayana,Santa Cruz de Tenerife,Los Llanos de Aridane,No,No,No,No,50 metros,-1993164.3507,3321524.0316,Bajo,Aislada
Las Monjas,Santa Cruz de Tenerife,Los Llanos de Aridane,No,No,No,No,50 metros,-1992930.5798,3321384.5979,Medio,Aislada
El Charco Verde,Santa Cruz de Tenerife,Los Llanos de Aridane,Sí,No,Sí,Sí,271 metros,-1992540.9616,3321333.8951,Medio,Aislada
El Remo,Santa Cruz de Tenerife,Los Llanos de Aridane,Sí,No,No,No,100 metros,-1991461.1625,3318976.4278,Medio,Semiurbana
La Bombilla,Santa Cruz de Tenerife,Los Llanos de Aridane,No,No,No,No,650 metros,-1994622.636,3323818.5591,Medio,Aislada
Martín Luis,Santa Cruz de Tenerife,Puntallana,Sí,No,No,No,100 metros,-1974162.1136,3340005.5754,Bajo,Aislada
Puerto Trigo,Santa Cruz de Tenerife,Puntallana,Sí,No,No,No,50 metros,-1973772.4954,3341338.4575,Bajo,Aislada
Nogales,Santa Cruz de Tenerife,Puntallana,Sí,No,No,No,500 metros,-1974896.8223,3345160.1284,Bajo,Aislada
La Galga,Santa Cruz de Tenerife,Puntallana,No,No,No,No,150 metros,-1976288.3159,3347928.6711,Bajo,Aislada
El Varadero,Santa Cruz de Tenerife,San Andrés y Sauces,No,No,No,No,140 metros,-1977190.0038,3350888.3497,Bajo,Aislada
Puerto Espíndola,Santa Cruz de Tenerife,San Andrés y Sauces,Sí,No,No,No,200 metros,-1977423.7747,3351650.6059,Bajo,Semiurbana
Puerto de Tazacorte,Santa Cruz de Tenerife,Tazacorte,Sí,No,Sí,Sí,410 metros,-1997750.7137,3331224.5921,Alto,Semiurbana
Los Tarajales,Santa Cruz de Tenerife,Tazacorte,Sí,No,Sí,No,760 metros,-1997605.9984,3330691.8289,Medio,Urbana
El Charcón,Santa Cruz de Tenerife,Tazacorte,No,No,No,No,220 metros,-1995246.0252,3325023.0271,Bajo,Aislada
Los Guirres,Santa Cruz de Tenerife,Tazacorte,Sí,Sí,Sí,No,400 metros,-1995134.7057,3325872.5596,Medio,Aislada
La Cangrejera,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,150 metros,-1977100.9482,3322183.1925,Medio,Aislada
El Pozo Norte,Santa Cruz de Tenerife,Villa de Mazo,Sí,Sí,No,No,300 metros,-1976900.5731,3322880.4173,Medio,Aislada
Piedra Nueva,Santa Cruz de Tenerife,Villa de Mazo,Sí,Sí,No,No,160 metros,-1976833.7814,3323286.0921,Bajo,Aislada
El Pocito,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,150 metros,-1976733.5939,3324186.2273,Medio,Aislada
La Bajita,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,50 metros,-1976600.0105,3326468.5326,Medio,Semiurbana
Los Roquitos,Santa Cruz de Tenerife,Fuencaliente de la Palma,No,No,No,No,300 metros,-1981587.1237,3314364.0941,Medio,Aislada
Martín,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,300 metros,-1981097.3179,3314744.1712,Medio,Aislada
El Poris,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,300 metros,-1980718.8316,3315821.1153,Medio,Aislada
Las Salineras,Santa Cruz de Tenerife,Villa de Mazo,No,No,No,No,200 metros,-1977223.3996,3320940.955,Medio,Semiurbana
Luaña,Cantabria,Alfoz de Lloredo,Sí,No,Sí,No,400 metros,-469890.702599999,5372090.2904,Medio,Aislada
La Arena,Cantabria,Arnuero,Sí,Sí,No,Sí,100 metros,-398223.214400001,5388865.026,Medio,Semiurbana
Cuberris,Cantabria,Bareyo,Sí,Sí,Sí,Sí,250 metros,-402330.9036,5387898.1981,Alto,Semiurbana
Antuerta,Cantabria,Bareyo,No,No,No,No,100 metros,-402932.028900001,5387867.5068,Bajo,Aislada
Dícido,Cantabria,Castro-Urdiales,Sí,Sí,No,No,300 metros,-355565.585499998,5367464.9406,Bajo,Aislada
Berrón,Cantabria,Castro-Urdiales,No,No,No,No,80 metros,-352782.598299999,5366102.2802,Bajo,Aislada
Brazomar,Cantabria,Castro-Urdiales,Sí,Sí,Sí,No,300 metros,-357491.412700001,5369103.46,Alto,Urbana
Ostende,Cantabria,Castro-Urdiales,Sí,Sí,Sí,Sí,800 metros,-359138.941199999,5371155.8453,Medio,Urbana
Arenillas,Cantabria,Castro-Urdiales,Sí,Sí,No,No,50 metros,-368723.549400002,5373653.0153,Medio,Semiurbana
Sant Sebastià,Barcelona,Barcelona,Sí,Sí,Sí,Sí,1.085 metros,243734.0251,5067397.0618,Alto,Urbana
La Barceloneta,Barcelona,Barcelona,Sí,Sí,Sí,No,422 metros,244045.719700001,5068212.9694,Alto,Urbana
La Nova Icària,Barcelona,Barcelona,Sí,Sí,Sí,No,415 metros,245181.1785,5070126.9145,Alto,Urbana
El Bogatell,Barcelona,Barcelona,Sí,Sí,Sí,Sí,702 metros,245693.248100001,5070735.3021,Alto,Urbana
La Mar Bella,Barcelona,Barcelona,Sí,Sí,Sí,No,512 metros,246227.581700001,5071284.3678,Alto,Semiurbana
La Nova Mar Bella,Barcelona,Barcelona,Sí,Sí,Sí,Sí,420 metros,246572.6721,5071744.4199,Alto,Semiurbana
Cabrera,Barcelona,Cabrera de Mar,Sí,Sí,Sí,No,1.200 metros,267934.882399999,5087651.9773,Alto,Urbana
Els Tres Micos,Barcelona,Caldes d'Estrac,Sí,Sí,Sí,Sí,600 metros,280847.943300001,5096203.306,Medio,Urbana
Platja del Bassiot,Barcelona,Caldes d'Estrac,Sí,Sí,Sí,No,250 metros,281549.256099999,5096590.1545,Medio,Urbana
Les Roques,Barcelona,Calella,Sí,No,No,No,736 metros,294339.865600001,5102260.76,Alto,Aislada
Garbí,Barcelona,Calella,Sí,Sí,Sí,Sí,752 metros,294940.990899999,5102618.0756,Alto,Urbana
Platja Gran,Barcelona,Calella,Sí,Sí,Sí,No,1.388 metros,296265.6928,5103094.517,Alto,Urbana
El Cavaió,Barcelona,Canet de Mar,Sí,Sí,No,No,520 metros,286514.1054,5098822.277,Bajo,Semiurbana
Canet de Mar,Barcelona,Canet de Mar,Sí,Sí,Sí,Sí,1.615 metros,288117.1061,5099521.782,Alto,Urbana
Castelldefels,Barcelona,Castelldefels,Sí,Sí,Sí,Sí,4.840 metros,220034.105500001,5051433.9831,Alto,Urbana
Mota de Sant Pere,Barcelona,Cubelles,Sí,Sí,Sí,No,1.300 metros,184756.958900001,5041368.7162,Medio,Urbana
Cubelles,Barcelona,Cubelles,Sí,Sí,Sí,Sí,465 metros,187016.7445,5042019.6816,Alto,Urbana
Platja del Masnou,Barcelona,El Masnou,Sí,No,Sí,Sí,1.100 metros,256546.898499999,5082658.5426,Medio,Semiurbana
Ocata,Barcelona,El Masnou,Sí,No,Sí,Sí,2.500 metros,258483.8576,5083223.1464,Alto,Semiurbana
Gavà,Barcelona,Gavà,Sí,Sí,Sí,Sí,3.800 metros,224253.1142,5051582.0799,Medio,Urbana
Malgrat Centre,Barcelona,Malgrat de Mar,Sí,Sí,Sí,Sí,900 metros,305327.099300001,5107443.1375,Alto,Urbana
Malgrat de la Conca,Barcelona,Malgrat de Mar,Sí,Sí,Sí,No,1.570 metros,307330.850200001,5108098.5799,Bajo,Aislada
La Bassa Rodona,Barcelona,Sitges,Sí,Sí,Sí,No,285 metros,200809.229400001,5046784.8971,Alto,Urbana
La Ribera,Barcelona,Sitges,Sí,Sí,Sí,Sí,260 metros,201154.319899999,5046947.7254,Alto,Urbana
La Fragata,Barcelona,Sitges,Sí,Sí,No,No,85 metros,201454.8825,5046977.3308,Alto,Urbana
Sant Sebastià,Barcelona,Sitges,Sí,Sí,Sí,Sí,205 metros,201978.084100001,5047228.9807,Alto,Urbana
Els Balmins,Barcelona,Sitges,Sí,Sí,Sí,No,240 metros,202657.133000001,5047184.5715,Alto,Urbana
Aiguadolç,Barcelona,Sitges,Sí,Sí,Sí,Sí,145 metros,203425.237500001,5047258.587,Alto,Urbana
Vallcarca,Barcelona,Sitges,No,No,No,No,80 metros,207777.829599999,5047791.516,Alto,Aislada
Cala Morisca,Barcelona,Sitges,Sí,Sí,No,No,140 metros,208044.996300001,5048191.232,Alto,Aislada
Garraf,Barcelona,Sitges,Sí,Sí,Sí,No,380 metros,211907.782699998,5049908.7181,Alto,Semiurbana
Cala Ginesta,Barcelona,Sitges,No,No,Sí,No,100 metros,213677.762600001,5050486.2173,Alto,Semiurbana
Aiguablava,Girona,Begur,Sí,Sí,Sí,No,65 metros,358014.614300001,5151083.1214,Alto,Aislada
Port d'Esclanyà,Girona,Begur,No,No,No,No,90 metros,357803.107299998,5151397.3701,Bajo,Aislada
Platja d'en Malaret,Girona,Begur,No,No,No,No,15 metros,357914.426800001,5151696.6643,Alto,Semiurbana
L'Illa Roja,Girona,Begur,No,No,No,No,174 metros,357368.961300001,5157594.6745,Medio,Aislada
El Racó,Girona,Begur,Sí,Sí,Sí,No,392 metros,357112.9265,5157984.0116,Alto,Semiurbana
S'Abanell,Girona,Blanes,Sí,Sí,Sí,Sí,3.100 metros,310035.913800001,5110869.8083,Alto,Urbana
Blanes,Girona,Blanes,Sí,Sí,Sí,Sí,625 metros,310937.6017,5112240.8194,Alto,Urbana
Els Capellans,Girona,Blanes,No,No,No,No,75 metros,311906.081300002,5112270.6261,Bajo,Semiurbana
Cala de Sant Francesc,Girona,Blanes,Sí,Sí,Sí,Sí,220 metros,312507.206500001,5112836.9722,Alto,Semiurbana
Sa Conca,Girona,Cadaqués,No,No,No,No,125 metros,364760.5755,5203120.1254,Medio,Semiurbana
Es Sortell,Girona,Cadaqués,No,No,No,No,55 metros,364938.686700001,5203330.7727,Medio,Semiurbana
Llané Gran y Petit,Girona,Cadaqués,Sí,No,Sí,No,130 metros,364626.9921,5203646.7524,Medio,Urbana
Port d'Alguer,Girona,Cadaqués,Sí,No,Sí,No,65 metros,364693.783799998,5204113.2178,Medio,Urbana
Gran y d'Es Portal,Girona,Cadaqués,Sí,No,Sí,No,200 metros,364927.554699998,5204308.8392,Medio,Urbana
Es Poal,Girona,Cadaqués,No,No,Sí,No,30 metros,365216.985399999,5204308.8392,Bajo,Urbana
Es Pianc,Girona,Cadaqués,No,No,Sí,No,30 metros,365317.172899999,5204158.3609,Medio,Urbana
Ses Oliveres,Girona,Cadaqués,No,No,Sí,No,100 metros,365729.055100001,5203887.5059,Bajo,Semiurbana
Ros,Girona,Cadaqués,Sí,No,Sí,No,30 metros,365985.089899998,5203676.8462,Medio,Semiurbana
Portlligat,Girona,Cadaqués,No,No,Sí,No,80 metros,365862.6384,5205106.4143,Bajo,Semiurbana
S'Alqueria Petita,Girona,Cadaqués,No,No,No,No,25 metros,366051.8816,5205618.1016,Alto,Semiurbana
S'Alqueria Gran,Girona,Cadaqués,No,No,Sí,No,58 metros,366140.937199999,5205873.9556,Alto,Semiurbana
Cala Portaló,Girona,Cadaqués,No,No,No,No,35 metros,365762.4509,5209863.1614,Bajo,Aislada
Comptat de Sant Jordi,Girona,Calonge,Sí,Sí,No,No,107 metros,343175.726199999,5134995.4347,Alto,Aislada
Cap Roig,Girona,Calonge,No,No,No,No,21 metros,343353.837400001,5135204.5802,Medio,Semiurbana
Ses Torretes,Girona,Calonge,Sí,Sí,No,Sí,189 metros,343498.552700002,5135503.3675,Alto,Semiurbana
Can Cristus,Girona,Calonge,Sí,Sí,No,Sí,184 metros,343665.532000002,5135772.2841,Alto,Semiurbana
Cala del Forn,Girona,Calonge,No,No,No,No,31 metros,343832.5112,5135876.8648,Alto,Aislada
Cala dels Esculls,Girona,Calonge,No,No,No,No,26 metros,343910.434900001,5135921.6855,Medio,Aislada
Cala de la Roca del Paller,Girona,Calonge,No,No,No,No,32 metros,343988.3585,5135951.566,Medio,Aislada
Roques Planes,Girona,Calonge,No,No,No,No,25 metros,344144.205800001,5135951.566,Medio,Aislada
Racó dels Homes,Girona,Calonge,No,No,No,No,60 metros,344355.7128,5136504.373,Medio,Semiurbana
Torre Valentina,Girona,Calonge,Sí,Sí,Sí,Sí,576 metros,344589.483800001,5137042.27,Alto,Urbana
Sant Antoni,Girona,Calonge,Sí,Sí,Sí,Sí,1.500 metros,345502.303599998,5137864.1155,Alto,Urbana
Es Monestrí,Girona,Calonge,Sí,Sí,No,Sí,355 metros,346749.081900001,5138342.3127,Alto,Urbana
Sa Conca,Girona,Castell-Platja d'Aro,Sí,Sí,Sí,Sí,385 metros,340793.489100002,5130843.348,Medio,Semiurbana
Cala Pedrosa,Girona,Castell-Platja d'Aro,No,No,No,No,20 metros,340381.607000001,5129768.2812,Bajo,Semiurbana
Platja d'Aro,Girona,Castell-Platja d'Aro,Sí,Sí,Sí,Sí,2.265 metros,341505.933899999,5133008.7799,Alto,Urbana
Cala Rovira,Girona,Castell-Platja d'Aro,Sí,Sí,Sí,Sí,218 metros,342184.982700001,5134353.0876,Alto,Semiurbana
Sa Cova,Girona,Castell-Platja d'Aro,No,No,No,No,55 metros,342340.829999998,5134472.5908,Medio,Semiurbana
Cala del Pi,Girona,Castell-Platja d'Aro,No,No,No,No,65 metros,342596.8649,5134592.0954,Medio,Semiurbana
Cala Belladona,Girona,Calonge,Sí,Sí,No,No,110 metros,342975.351100001,5134875.925,Alto,Semiurbana
Empúriabrava,Girona,Castelló d'Empúries,Sí,Sí,Sí,Sí,1.300 metros,348340.950599998,5197284.0478,Alto,Urbana
La Rovina,Girona,Castelló d'Empúries,Sí,Sí,No,No,1.700 metros,349765.840100002,5199073.5971,Medio,Aislada
Punta d'Es Borró,Girona,Colera,No,No,No,No,100 metros,352070.153499998,5219670.2001,Bajo,Aislada
Platja del Borró,Girona,Colera,No,No,No,No,125 metros,351802.9868,5219413.973,Medio,Aislada
Garbet,Girona,Colera,No,Sí,No,No,460 metros,350934.694699999,5219926.434,Alto,Aislada
Colera,Girona,Colera,Sí,Sí,Sí,No,140 metros,351413.368500002,5221735.3419,Medio,Urbana
El Pas,Girona,El Port de la Selva,No,No,Sí,No,50 metros,356400.481699999,5212588.8301,Alto,Semiurbana
De Sota,Girona,El Port de la Selva,No,No,No,No,120 metros,356667.648499999,5211896.0444,Bajo,Urbana
Port de la Selva,Girona,El Port de la Selva,Sí,No,Sí,Sí,500 metros,356344.822000001,5211353.8996,Alto,Urbana
